YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Leng,Shape_Area,BBOX
"2020",CA,CDF,BEU,CIRCLE,"00004978",2020/10/07,2020/10/08,"8",Brush or brush-and-grass mixture fire,8.00000000000,32.20210000000,"1","1",,2081.27655039000,130317.16455500000,"Polygon ((-121.13989047 36.19762755, -121.1343979 36.19762755, -121.1343979 36.20370871, -121.13989047 36.20370871, -121.13989047 36.19762755))"
"2020",CA,CDF,BEU,COYOTE,"00003441",2020/07/15,2020/07/18,"14","Brush or brush-and-grass mixture fire
",1485.00000000000,1485.07000000000,"1","1",,13620.07618480000,6009886.56931999978,"Polygon ((-121.02408352 36.66343106, -120.98034287 36.66343106, -120.98034287 36.68578442, -121.02408352 36.68578442, -121.02408352 36.66343106))"
"2020",CA,CDF,BEU,FRUDDEN,"00002608",2020/06/03,2020/06/04,"14","Grass fire
",43.00000000000,43.21140000000,"1","1",,2146.26921881000,174870.44294499999,"Polygon ((-120.92672514 35.89442632, -120.92212289 35.89442632, -120.92212289 35.9001929, -120.92672514 35.9001929, -120.92672514 35.89442632))"
"2020",CA,CDF,BEU,JOHNSON,"00003810",2020/08/04,2020/08/05,"14","Forest, woods or wildland fire (timber)
",40.00000000000,39.91980000000,"1","1",,2265.37914212000,161549.54512100000,"Polygon ((-121.39223154 36.55079415, -121.38399456 36.55079415, -121.38399456 36.55466005, -121.39223154 36.55466005, -121.39223154 36.55079415))"
"2020",CA,CDF,BEU,JULIUS,"00002280",2020/05/17,2020/05/17,"11","	Grass fire",21.90000000000,21.76850000000,"1","1",,1746.22855996000,88094.05646040000,"Polygon ((-121.02414641 36.13184495, -121.02099867 36.13184495, -121.02099867 36.13826758, -121.02414641 36.13826758, -121.02414641 36.13184495))"
"2020",CA,CDF,BEU,METZ,"00002404",2020/05/24,2020/05/24,"2","Brush or brush-and-grass mixture fire
",33.00000000000,33.09180000000,"1","1",,2603.74989333000,133917.79425899999,"Polygon ((-121.26807844 36.42328664, -121.25931792 36.42328664, -121.25931792 36.42973232, -121.26807844 36.42973232, -121.26807844 36.42328664))"
"2020",CA,CDF,BEU,RICO,"00002986",2020/06/22,2020/06/23,"11","Grass fire
",11.00000000000,11.01770000000,"1","1",,6292.18567603000,1368402.36201999988,"Polygon ((-120.84569393 35.98471959, -120.83035304 35.98471959, -120.83035304 36.01027576, -120.84569393 36.01027576, -120.84569393 35.98471959))"
"2020",CA,CDF,BEU,RIVER,"00004024",2020/08/16,2020/09/04,"1","Brush or brush-and-grass mixture fire
",48088.00000000000,50213.80000000000,"7","1",,151196.18087200000,203208098.55399996042,"Polygon ((-121.69521115 36.36886023, -121.44076468 36.36886023, -121.44076468 36.60431743, -121.69521115 36.60431743, -121.69521115 36.36886023))"
"2020",CA,CDF,BEU,VISTA,"00002966",2020/06/21,2020/06/22,"11","Grass fire
",28.00000000000,27.80220000000,"1","1",,2132.25952391000,112511.48936900000,"Polygon ((-121.49167258 36.86077189, -121.48220657 36.86077189, -121.48220657 36.86416204, -121.49167258 36.86416204, -121.49167258 36.86077189))"
"2020",CA,CDF,BEU,STAGE,"00002963",2020/06/21,2020/06/22,"7","Brush or brush-and-grass mixture fire
",51.00000000000,51.16010000000,"1","1",,2674.07906236000,207037.68433700001,"Polygon ((-121.56587859 36.68571363, -121.55420378 36.68571363, -121.55420378 36.69005335, -121.56587859 36.69005335, -121.56587859 36.68571363))"
"2020",CA,CDF,BEU,BITTERWATER,"00002677",2020/06/07,2020/06/08,"11","Grass fire
",211.00000000000,210.54400000000,"1","1",,5209.67985923000,852039.90423999995,"Polygon ((-121.08943133 36.26846996, -121.07504774 36.26846996, -121.07504774 36.28044929, -121.08943133 36.28044929, -121.08943133 36.26846996))"
"2020",CA,CDF,BEU,BITTER,"00002847",2020/06/16,2020/06/20,"10","Brush or brush-and-grass mixture fire
",813.00000000000,895.40500000000,"1","1",,10290.06081200000,3623573.01310000010,"Polygon ((-121.00237515 36.39885207, -120.96424816 36.39885207, -120.96424816 36.42194854, -121.00237515 36.42194854, -121.00237515 36.39885207))"
"2020",CA,CDF,BEU,HUNTER,"00002957",2020/06/21,2020/06/25,"4","Brush or brush-and-grass mixture fire
",195.00000000000,194.55800000000,"1","1",,5521.14300729000,787348.12702500005,"Polygon ((-121.11714455 35.87505107, -121.1018377 35.87505107, -121.1018377 35.88626274, -121.11714455 35.88626274, -121.11714455 35.87505107))"
"2020",CA,CCO,VNC,HOLSER,"00066767",2020/08/17,2020/08/22,"14",,3000.00000000000,2188.63000000000,"7","1",,15801.54414890000,8857085.73289000057,"Polygon ((-118.74986729 34.43831336, -118.71579466 34.43831336, -118.71579466 34.4764493, -118.74986729 34.4764493, -118.74986729 34.43831336))"
"2020",CA,CCO,VNC,LIME,"00045754",2020/06/10,2020/06/17,"14",,802.00000000000,802.55400000000,"7","1",,11419.84729800000,3247819.61928999983,"Polygon ((-118.80093352 34.45074208, -118.76277167 34.45074208, -118.76277167 34.46261549, -118.80093352 34.46261549, -118.80093352 34.45074208))"
"2020",CA,CCO,VNC,ELIZABETH,"00045530",2020/06/10,2020/06/13,"14",More confident sketch reference to AVL,0.00000000000,298.96000000000,"6","1",,5413.01153423000,1209846.88039000006,"Polygon ((-119.19072217 34.31256855, -119.17729228 34.31256855, -119.17729228 34.32925972, -119.19072217 34.32925972, -119.19072217 34.31256855))"
"2020",CA,CCO,VNC,PERKIN,"00102739",2020/12/08,2020/12/11,"14",,50.00000000000,39.82650000000,"7","1",,2227.63952259000,161171.94846300001,"Polygon ((-119.20599015 34.23452034, -119.19636639 34.23452034, -119.19636639 34.23897295, -119.20599015 34.23897295, -119.20599015 34.23452034))"
"2020",CA,CCO,VNC,MEDIO,"00070334",2020/08/28,2020/08/28,"14",,10.00000000000,16.06100000000,"7","1",,1050.23642639000,64996.54751710000,"Polygon ((-119.29405332 34.2886571, -119.29008262 34.2886571, -119.29008262 34.29157565, -119.29405332 34.29157565, -119.29405332 34.2886571))"
"2020",CA,CCO,VNC,KUEHNER,"00053983",2020/07/07,2020/07/08,"14",,19.50000000000,19.37550000000,"7","1",,1257.26318231000,78409.77004069999,"Polygon ((-118.65273362 34.27074774, -118.64739066 34.27074774, -118.64739066 34.27296425, -118.65273362 34.27296425, -118.65273362 34.27074774))"
"2020",CA,CDF,SCU,SCU COMPLEX,"00005740",2020/08/16,2020/09/11,"1",,0.00000000000,396399.00000000000,"2","1",,503354.71721799998,1605891587.59999990463,"Polygon ((-121.92977246 37.10158921, -121.13037559 37.10158921, -121.13037559 37.89609445, -121.92977246 37.89609445, -121.92977246 37.10158921))"
"2020",CA,CDF,SCU,PARK,"00004669",2020/07/04,2020/07/10,"2",,0.00000000000,343.00000000000,"2","1",,5984.85150754000,1386134.61872999999,"Polygon ((-121.5854402 37.14955516, -121.56718366 37.14955516, -121.56718366 37.16349779, -121.5854402 37.16349779, -121.5854402 37.14955516))"
"2020",CA,CDF,SCU,CREWS,"00004686",2020/07/05,2020/07/15,"8",,0.00000000000,5513.00000000000,"2","1",,36036.68706470001,22311094.41530000046,"Polygon ((-121.51060301 36.99457857, -121.40881023 36.99457857, -121.40881023 37.03490405, -121.51060301 37.03490405, -121.51060301 36.99457857))"
"2020",CA,CDF,MVU,VOLCANO,"00012575",2020/08/20,2020/08/22,"9",,45.00000000000,46.38000000000,"1","1",,1801.70850048000,187728.03114100001,"Polygon ((-117.35497701 33.46075516, -117.34956701 33.46075516, -117.34956701 33.46629516, -117.35497701 33.46629516, -117.35497701 33.46075516))"
"2020",CA,CDF,MVU,BORDER 7,"00008316",2020/06/11,2020/06/13,"14",,90.00000000000,71.00000000000,"1","1",,2460.93392331000,285916.16109499999,"Polygon ((-116.71195283 32.56664912, -116.70088639 32.56664912, -116.70088639 32.57117713, -116.71195283 32.57117713, -116.71195283 32.56664912))"
"2020",CA,CDF,MVU,SKYLINE 3,"00008307",2020/06/11,2020/06/14,"14",,100.00000000000,79.95000000000,"1","1",,4189.32302885000,323563.70195800002,"Polygon ((-116.79015416 32.72280122, -116.77881216 32.72280122, -116.77881216 32.72735822, -116.79015416 32.72735822, -116.79015416 32.72280122))"
"2020",CA,CDF,MVU,WILLOWS,"00019271",2020/12/02,2020/12/03,"14",,0.00000000000,58.15000000000,"1","1",,3648.54010007000,235329.30431899999,"Polygon ((-116.92010667 32.74633495, -116.9082986 32.74633495, -116.9082986 32.7549605, -116.92010667 32.7549605, -116.92010667 32.74633495))"
"2020",CA,CDF,MVU,BORDER 11,"00011169",2020/07/28,2020/07/30,"14",,90.00000000000,59.76000000000,"1","1",,3415.16976316000,241877.67666400000,"Polygon ((-116.80059157 32.56394092, -116.79437748 32.56394092, -116.79437748 32.57375739, -116.80059157 32.57375739, -116.80059157 32.56394092))"
"2020",CA,CDF,RRU,AIRPORT,"00154602",2020/12/01,2020/12/13,"14",,1087.00000000000,1085.70000000000,"2","1",,17500.92366520000,4393672.19904000033,"Polygon ((-117.64942452 33.8931077, -117.60284534 33.8931077, -117.60284534 33.91270957, -117.64942452 33.91270957, -117.64942452 33.8931077))"
"2020",CA,CDF,RRU,APPLE,"00096640",2020/07/31,2020/08/09,"14",Auto-generated by EGP-IRWIN,0.00000000000,33209.30000000001,"2","1",,124234.74642900001,134393317.60499998927,"Polygon ((-116.9626697 33.97385179, -116.76635802 33.97385179, -116.76635802 34.08989954, -116.9626697 34.08989954, -116.9626697 33.97385179))"
"2020",CA,CDF,RRU,CASINO,"00088099",2020/07/13,2020/07/13,"7",,88.00000000000,91.57900000000,"7","1",,3305.17106299000,370607.07377999998,"Polygon ((-116.73950302 33.54030156, -116.72652063 33.54030156, -116.72652063 33.54521432, -116.73950302 33.54521432, -116.73950302 33.54030156))"
"2020",CA,CDF,RRU,INDIAN,"00079585",2020/06/30,2020/06/30,"14",,59.00000000000,59.73150000000,"1","1",,3141.16079840000,241724.88166600000,"Polygon ((-116.750909 33.559501, -116.741517 33.559501, -116.741517 33.56549808, -116.750909 33.56549808, -116.750909 33.559501))"
"2020",CA,CDF,RRU,SANDERSON,"00160421",2020/12/13,2020/12/14,"4",,1954.00000000000,1954.65000000000,"7","1",,16324.25662150000,7910193.95949999988,"Polygon ((-117.08632474 33.88119022, -117.0311694 33.88119022, -117.0311694 33.91774429, -117.08632474 33.91774429, -117.08632474 33.88119022))"
"2020",CA,CDF,RRU,SIERRA,"00071265",2020/06/08,2020/06/08,"8",,0.00000000000,39.02220000000,"1","1",,5043.33250930000,158030.80109200001,"Polygon ((-117.496452 33.832527, -117.491753 33.832527, -117.491753 33.84724, -117.496452 33.84724, -117.496452 33.832527))"
"2020",CA,CDF,RRU,SKYLINE,"00102838",2020/08/03,2020/08/16,"14",,30.00000000000,47.93210000000,"1","1",,2551.26455149000,193974.47670900001,"Polygon ((-117.59824202 33.83468285, -117.59202369 33.83468285, -117.59202369 33.84012439, -117.59824202 33.84012439, -117.59824202 33.83468285))"
"2020",CA,CDF,RRU,TRIPP,"00085986",2020/07/09,2020/07/09,"14",,30.00000000000,29.49210000000,"1","1",,1968.33895443000,119349.61962200000,"Polygon ((-116.75706728 33.54313279, -116.7500352 33.54313279, -116.7500352 33.54721151, -116.75706728 33.54721151, -116.75706728 33.54313279))"
"2020",CA,CDF,RRU,WATER,"00097597",2020/08/02,2020/08/02,"14",,60.00000000000,36.02040000000,"7","1",,2510.36280623000,145769.30570000000,"Polygon ((-116.65891451 33.98369066, -116.65123142 33.98369066, -116.65123142 33.99176857, -116.65891451 33.99176857, -116.65891451 33.98369066))"
"2020",CA,CCO,LAC,EQUESTRIAN,"00167541",2020/06/08,2020/06/09,"11",,85.00000000000,83.61880000000,"1","1",,3140.87209107000,338393.14665200002,"Polygon ((-118.60822822 34.47033535, -118.60074824 34.47033535, -118.60074824 34.47805587, -118.60822822 34.47805587, -118.60822822 34.47033535))"
"2020",CA,CCO,LAC,VISTA,"00172557",2020/06/12,2020/06/13,"14",,19.00000000000,19.69780000000,"1","1",,1377.99062107000,79714.00462550002,"Polygon ((-118.7312222 34.12308709, -118.7260417 34.12308709, -118.7260417 34.1258969, -118.7312222 34.1258969, -118.7312222 34.12308709))"
"2020",CA,CCO,LAC,SOLEDAD,"00197926",2020/07/05,2020/07/07,"9",,1525.30000000000,1525.54000000000,"1","1",,19040.22196270000,6173623.45550999977,"Polygon ((-118.36321358 34.44009568, -118.3105447 34.44009568, -118.3105447 34.46643665, -118.36321358 34.46643665, -118.36321358 34.44009568))"
"2020",CA,CCO,LAC,RIDGE,"00222638",2020/07/27,2020/07/28,"14",IRWIN ID BE918A6A-BC2E-4306-B328-0EE1D9CDC9BA,320.00000000000,320.83900000000,"7","1",,10131.14422200000,1298390.51344999997,"Polygon ((-118.72367444 34.75590438, -118.70947979 34.75590438, -118.70947979 34.78663767, -118.72367444 34.78663767, -118.72367444 34.75590438))"
"2020",CA,CCO,LAC,CASTAIC,"00228163",2020/08/01,2020/08/01,"14",,178.00000000000,178.31200000000,"1","1",,4999.18432207000,721601.33701500006,"Polygon ((-118.60530092 34.5314211, -118.59518513 34.5314211, -118.59518513 34.54632505, -118.60530092 34.54632505, -118.60530092 34.5314211))"
"2020",CA,CCO,LAC,PEAK,"00238836",2020/08/11,2020/08/11,"10",,27.30000000000,26.62680000000,"1","1",,1544.83780189000,107754.75532600000,"Polygon ((-118.63232066 34.27465193, -118.62659179 34.27465193, -118.62659179 34.27734425, -118.63232066 34.27734425, -118.63232066 34.27465193))"
"2020",CA,CCO,LAC,WEST,"00181840",2020/06/21,2020/06/21,"14",,47.00000000000,46.83750000000,"1","1",,1946.70888573000,189544.92952899999,"Polygon ((-118.56550287 34.76279651, -118.55844198 34.76279651, -118.55844198 34.7671838, -118.56550287 34.7671838, -118.56550287 34.76279651))"
"2020",CA,CCO,LAC,3 POINTS,"00198047",2020/07/05,2020/07/05,"14",,14.00000000000,11.78610000000,"1","1",,856.05428962400,47696.60692140000,"Polygon ((-118.59964212 34.73929679, -118.59696364 34.73929679, -118.59696364 34.7416587, -118.59964212 34.7416587, -118.59964212 34.73929679))"
"2020",CA,USF,ANF,BOBCAT,"00003687",2020/09/06,2020/10/19,"14",56C3E0AE-98EF-4433-863D-23A5DFF3D0C2,115796.00000000000,115998.00000000000,"7","1",,357359.30247300002,469427166.55599999428,"Polygon ((-118.10446447 34.16558794, -117.7664419 34.16558794, -117.7664419 34.4839196, -118.10446447 34.4839196, -118.10446447 34.16558794))"
"2020",CA,CCO,LAC,ROCK,"00244876",2020/08/16,2020/08/16,"14",,92.00000000000,93.81350000000,"1","1",,3595.13395023000,379649.87905699998,"Polygon ((-118.72529179 34.09600296, -118.71674771 34.09600296, -118.71674771 34.10509026, -118.72529179 34.10509026, -118.72529179 34.09600296))"
"2020",CA,CCO,LAC,JOHNSON,"00259152",2020/08/28,2020/08/29,"10",,290.00000000000,291.94900000000,"1","1",,5988.23416749000,1181476.67497999989,"Polygon ((-118.36472721 34.65967487, -118.35279126 34.65967487, -118.35279126 34.67557804, -118.36472721 34.67557804, -118.36472721 34.65967487))"
"2020",CA,CCO,LAC,QUAIL,"00306071",2020/10/09,2020/10/09,"5",,13.00000000000,12.85850000000,"1","1",,1327.43807901000,52036.39196170000,"Polygon ((-118.76775342 34.76109872, -118.76426915 34.76109872, -118.76426915 34.76371703, -118.76775342 34.76371703, -118.76775342 34.76109872))"
"2020",CA,CCO,LAC,RAYBURN,"00252458",2020/08/22,2020/08/22,"14",,12.14000000000,12.39060000000,"1","1",,1164.45144516000,50142.90511680000,"Polygon ((-118.13525856 34.56718889, -118.13361683 34.56718889, -118.13361683 34.57160105, -118.13525856 34.57160105, -118.13525856 34.56718889))"
"2020",CA,CCO,LAC,ACTON,"00293564",2020/09/28,2020/09/28,"9",,2.51000000000,13.84110000000,"1","1",,1224.27704986000,56012.75944750000,"Polygon ((-118.23636476 34.48560316, -118.23056056 34.48560316, -118.23056056 34.48727075, -118.23636476 34.48727075, -118.23636476 34.48560316))"
"2020",CA,CCO,LAC,SAN DIMAS,"00355402",2020/11/06,2020/11/06,"7",,132.00000000000,128.17100000000,"7","1",,3041.73859947000,518688.92350700003,"Polygon ((-117.78483447 34.14151158, -117.77641749 34.14151158, -117.77641749 34.15117153, -117.78483447 34.15117153, -117.78483447 34.14151158))"
"2020",CA,CDF,BEU,AIRLINE,"00006361",2020/12/25,2020/12/25,"7","Brush or brush-and-grass mixture fire
",62.00000000000,62.40780000000,"1","1",,4320.66049020000,252555.53171099999,"Polygon ((-120.9432173 36.21896908, -120.92441283 36.21896908, -120.92441283 36.23045881, -120.9432173 36.23045881, -120.9432173 36.21896908))"
"2020",CA,CDF,LNU,HILL,"00011673",2020/07/24,2020/07/24,"10",Matt Maxwell,140.00000000000,139.13000000000,"6","1",,3116.01871322000,563037.11020200001,"Polygon ((-122.35060108 39.02354924, -122.3392345 39.02354924, -122.3392345 39.0315598, -122.35060108 39.0315598, -122.35060108 39.02354924))"
"2020",CA,CDF,LNU,BRIM,"00011354",2020/07/19,2020/07/19,"9",Dennis Lange,21.00000000000,21.92460000000,"6","1",,1779.56237021000,88725.70719900000,"Polygon ((-122.48669232 39.15606061, -122.47928581 39.15606061, -122.47928581 39.15930648, -122.48669232 39.15930648, -122.48669232 39.15606061))"
"2020",CA,CDF,LNU,SITES,"00012277",2020/08/02,2020/08/02,"14",Jason Brown,0.00000000000,569.51300000000,"1","1",,6290.53375699000,2304738.94207999995,"Polygon ((-122.48028759 39.30173994, -122.45432859 39.30173994, -122.45432859 39.31483394, -122.48028759 39.31483394, -122.48028759 39.30173994))"
"2020",CA,CDF,LNU,POPE,"00017668",2020/10/23,2020/10/23,"10",Marc Hottendorf,61.00000000000,61.80010000000,"6","1",,2567.39709618000,260144.67434699999,"Polygon ((-122.39503591 38.54283406, -122.34807823 38.54283406, -122.34807823 38.57742582, -122.39503591 38.57742582, -122.39503591 38.54283406))"
"2020",CA,CDF,LNU,LYONS,"00016978",2020/10/13,2020/10/13,"10",Steve Hansen,25.00000000000,25.58510000000,"6","1",,1875.41128935000,103540.88516700000,"Polygon ((-122.91214543 39.10286897, -122.908613 39.10286897, -122.908613 39.1092201, -122.91214543 39.1092201, -122.91214543 39.10286897))"
"2020",CA,CDF,LNU,SALT,"00016501",2020/10/05,2020/10/05,"10",Carrie Pell,0.00000000000,86.66340000000,"6","1",,3772.23172746000,350715.75793800002,"Polygon ((-122.10037372 38.6978854, -122.08421272 38.6978854, -122.08421272 38.70532296, -122.10037372 38.70532296, -122.10037372 38.6978854))"
"2020",CA,CDF,LNU,CATHOLIC,"00014325",2020/09/01,2020/09/01,"10",Rion Allbaugh,22.00000000000,22.23490000000,"6","1",,1127.26067634000,89981.52235370000,"Polygon ((-122.63888688 39.01408542, -122.63456316 39.01408542, -122.63456316 39.01695302, -122.63888688 39.01695302, -122.63888688 39.01408542))"
"2020",CA,CDF,LNU,URSULINE,"00015761",2020/09/21,2020/09/21,"2",Brion Borba,11.00000000000,11.89890000000,"6","1",,1262.69432865000,48286.42658100000,"Polygon ((-122.737961 38.49430279, -122.73411387 38.49430279, -122.73411387 38.49678826, -122.737961 38.49678826, -122.737961 38.49430279))"
"2020",CA,CDF,LNU,SIERRA,"00007631",2020/05/24,2020/05/24,"10",Scott Weese,17.00000000000,17.39080000000,"6","1",,1427.96281942000,72458.17943340000,"Polygon ((-122.71178331 38.30403348, -122.70622546 38.30403348, -122.70622546 38.30834908, -122.71178331 38.30834908, -122.71178331 38.30403348))"
"2020",CA,CDF,LNU,STAGE,"00015702",2020/09/23,2020/09/23,"11",Scott Weese,26.00000000000,26.56850000000,"6","1",,2260.23395640000,107516.13629500000,"Polygon ((-122.5313909 38.22370684, -122.52263537 38.22370684, -122.52263537 38.22752727, -122.5313909 38.22752727, -122.5313909 38.22370684))"
"2020",CA,CDF,LNU,INDIAN,"00014015",2020/08/26,2020/08/26,"14",John Wilson,20.00000000000,20.42800000000,"1","1",,1596.45507987000,82666.52578890002,"Polygon ((-122.5767552 39.08842445, -122.57259007 39.08842445, -122.57259007 39.09276476, -122.5767552 39.09276476, -122.5767552 39.08842445))"
"2020",CA,CDF,LNU,KIRKLAND,"00011819",2020/07/27,2020/07/27,"11",Kole Oliver,21.00000000000,21.01780000000,"6","1",,1442.13720361000,85404.73845049999,"Polygon ((-122.2041783 38.2093242, -122.1974958 38.2093242, -122.1974958 38.21200968, -122.2041783 38.21200968, -122.2041783 38.2093242))"
"2020",CA,CDF,LNU,PARISH,"00009816",2020/06/27,2020/06/27,"14",Jordan Haley,0.00000000000,57.63620000000,"6","1",,2522.78434758000,233225.79649300000,"Polygon ((-122.11180937 38.11588614, -122.10324459 38.11588614, -122.10324459 38.12163473, -122.11180937 38.12163473, -122.11180937 38.11588614))"
"2020",CA,CDF,LNU,CACHE,"00010508",2020/07/06,2020/07/06,"4",Zach Cartee,44.00000000000,44.79920000000,"6","1",,2231.29399450000,181290.07430300000,"Polygon ((-122.13934479 38.72297716, -122.1307856 38.72297716, -122.1307856 38.72921154, -122.13934479 38.72921154, -122.13934479 38.72297716))"
"2020",CA,CDF,LNU,MOUNTAIN,"00009134",2020/06/17,2020/06/17,"11",Shannon Tompson,28.00000000000,28.20260000000,"6","1",,2022.48815236000,114128.86377400000,"Polygon ((-122.6293652 38.29440311, -122.61917059 38.29440311, -122.61917059 38.29658414, -122.6293652 38.29658414, -122.6293652 38.29440311))"
"2020",CA,CDF,LNU,MEYERS,"00013481",2020/08/17,2020/09/02,"1",Part of the LNU LIGHTNING COMPLEX,0.00000000000,2360.25000000000,"7","1",,17506.41433950000,9551598.34820000082,"Polygon ((-123.23080413 38.48078359, -123.17462069 38.48078359, -123.17462069 38.525945, -123.23080413 38.525945, -123.23080413 38.48078359))"
"2020",CA,CDF,LNU,WALLBRIDGE,"00013407",2020/08/17,2020/09/02,"1",Part of the LNU LIGHTNING COMPLEX,0.00000000000,55208.90000000000,"7","1",,123033.90560800000,223422647.40400001407,"Polygon ((-123.12436683 38.52983507, -122.8886062 38.52983507, -122.8886062 38.70922485, -123.12436683 38.70922485, -123.12436683 38.52983507))"
"2020",CA,CDF,LNU,HENNESSEY,"00013337",2020/08/17,2020/09/16,"1",Part of the LNU LIGHTNING COMPLEX,305651.00000000000,305352.00000000000,"7","1",,787304.94302400004,1235715225.25000000000,"Polygon ((-122.579861 38.29512845, -121.98594823 38.29512845, -121.98594823 38.95108501, -122.579861 38.95108501, -122.579861 38.29512845))"
"2020",CA,CDF,LNU,GLASS,"00015497",2020/09/27,2020/10/20,"14",J. Baldwin,0.00000000000,67484.30000000000,"7","1",,212623.32087400000,273099689.06900000572,"Polygon ((-122.66019799 38.43008829, -122.43521833 38.43008829, -122.43521833 38.67272319, -122.66019799 38.67272319, -122.66019799 38.43008829))"
"2020",CA,CDF,LNU,QUAIL,"00008419",2020/06/06,2020/06/18,"14",J. Baldwin,1837.00000000000,1841.00000000000,"7","1",,13187.58364570000,7450261.66000000015,"Polygon ((-122.04404276 38.46242697, -121.99438777 38.46242697, -121.99438777 38.48775197, -122.04404276 38.48775197, -122.04404276 38.46242697))"
"2020",CA,CDF,LNU,LAKEVILLE,"00008347",2020/06/05,2020/06/05,"2",Brandon Bertolino,141.00000000000,162.63800000000,"6","1",,3498.14310173000,646203.93865999999,"Polygon ((-122.56370066 38.22170717, -122.55326186 38.22170717, -122.55326186 38.2325849, -122.56370066 38.2325849, -122.56370066 38.22170717))"
"2020",CA,CDF,LNU,DUNFIELD,"00004174",2020/03/13,2020/03/13,"5",Robert Tooker,19.00000000000,21.91720000000,"6","1",,1423.89688027000,88677.72355890000,"Polygon ((-122.63463005 39.88152844, -122.63001133 39.88152844, -122.63001133 39.88492743, -122.63463005 39.88492743, -122.63463005 39.88152844))"
"2020",CA,CDF,LNU,SPANISH,"00007631",2020/05/24,2020/05/24,"2",Brandon Bertolino,19.00000000000,17.29930000000,"6","1",,1046.74128762000,69987.98064800000,"Polygon ((-122.42642492 38.7082119, -122.4218989 38.7082119, -122.4218989 38.71034432, -122.42642492 38.71034432, -122.42642492 38.7082119))"
"2020",CA,CCO,MRN,DEVILS GULCH,"00002033",2020/08/16,2020/08/16,"1",,17.20000000000,16.94520000000,"1","1",,1695.20368903000,68574.73187300000,"Polygon ((-122.73097391 38.02880152, -122.72429943 38.02880152, -122.72429943 38.030896, -122.73097391 38.030896, -122.73097391 38.02880152))"
"2020",CA,DOD,MCP,INDIA,"00001474",2020/06/09,2020/06/14,"9",,1100.00000000000,959.28200000000,"8","1",,13303.14756310000,3882076.84421999985,"Polygon ((-117.36397016 33.34586797, -117.33323841 33.34586797, -117.33323841 33.36576938, -117.36397016 33.36576938, -117.36397016 33.34586797))"
"2020",CA,USF,INF,IRIS,"00001585",2020/07/21,2020/08/04,"1",2F06765D-5AE8-4BD0-AD8D-CACC59631D84,120.00000000000,124.99800000000,"8","1",,8518.31960828000,505850.04064100003,"Polygon ((-118.70955332 37.50569433, -118.69801541 37.50569433, -118.69801541 37.52254324, -118.70955332 37.52254324, -118.70955332 37.50569433))"
"2020",CA,USF,MDF,DALTON,"00000498",2020/07/23,2020/08/15,"1",9F9E1BE4-BE1A-4A44-AE9B-D38B9F4364C2,1367.00000000000,1367.08000000000,"3","1",,17637.94206450000,5532369.97807000019,"Polygon ((-121.08412902 41.71261313, -121.03957654 41.71261313, -121.03957654 41.73693432, -121.08412902 41.73693432, -121.08412902 41.71261313))"
"2020",CA,USF,MDF,ALLEN,"00000470",2020/07/21,2020/08/27,"1",A7920665-A4BB-47FA-871C-976D3213AB40,1035.00000000000,1034.79000000000,"3","1",,14669.36161580000,4187666.35717000021,"Polygon ((-121.09728753 41.34594905, -121.05054655 41.34594905, -121.05054655 41.36962895, -121.09728753 41.36962895, -121.09728753 41.34594905))"
"2020",CA,USF,INF,BEACH,"00002140",2020/08/16,2020/08/27,"1",61092DF2-2505-4B5D-8CC5-D1896138C918,3780.00000000000,3668.43000000000,"7","1",,26023.88524430000,14845605.03370000049,"Polygon ((-119.027549 37.91511997, -118.94131333 37.91511997, -118.94131333 37.94977403, -119.027549 37.94977403, -119.027549 37.91511997))"
"2020",CA,USF,TNF,LOYALTON,"00001600",2020/08/14,2020/08/27,"1",0896AFFE-7839-40D4-BA6D-407F47E4CAA6,47029.00000000000,46720.90000000000,"8","1",,101528.20265599999,189072812.52700001001,"Polygon ((-120.22248578 39.61356579, -120.01343169 39.61356579, -120.01343169 39.79112636, -120.22248578 39.79112636, -120.22248578 39.61356579))"
"2020",CA,USF,PNF,SHEEP,"00001299",2020/08/17,2020/09/07,"1",FB31F965-B88D-4C84-8B88-3241F38187CC,29570.00000000000,29541.10000000000,"7","1",,93833.48113309999,119548744.16299998760,"Polygon ((-120.80833251 40.24646586, -120.56968489 40.24646586, -120.56968489 40.38601849, -120.80833251 40.38601849, -120.80833251 40.24646586))"
"2020",CA,USF,LPF,DOLAN,"00002428",2020/08/18,2020/12/31,"14",F0A60F88-D1D5-4D86-8105-A3A06456B357,124924.00000000000,124527.00000000000,"7","1",,206053.55156699999,503944418.41600006819,"Polygon ((-121.67553515 35.9364216, -121.25549713 35.9364216, -121.25549713 36.20943054, -121.67553515 36.20943054, -121.67553515 35.9364216))"
"2020",CA,USF,KNF,FOX,"00007241",2020/09/14,2020/09/28,"4",C0DD9C3E-2CC6-486F-BA0B-2384310B0DF0,2188.00000000000,2027.55000000000,"3","1",,26720.60051290000,8205219.18721000105,"Polygon ((-122.86969396 41.20934719, -122.83938002 41.20934719, -122.83938002 41.26163995, -122.86969396 41.26163995, -122.86969396 41.20934719))"
